date,pm25, pm10, o3, no2, co,avgT,humid,pressure-monthly,windDir,windSpd
8/19/2020,12,25,12.78,13.04,0.37,30.50,75.00,1005.62,200.00,8.00
8/20/2020,18,29,17.65,16.00,0.46,30.60,75.00,1005.62,210.00,6.00
8/21/2020,13,23,9.17,10.83,0.37,31.10,73.00,1005.62,200.00,10.00
8/22/2020,9,17,9.91,11.57,0.41,30.00,77.00,1005.62,200.00,10.00
8/23/2020,9,16,8.65,12.78,0.46,30.00,80.00,1005.62,210.00,12.00
8/24/2020,12,20,14.71,10.54,0.38,30.40,71.00,1005.62,240.00,6.00
8/25/2020,11,22,19.19,10.95,0.33,32.70,65.00,1005.62,300.00,8.00
8/26/2020,10,19,19.74,8.70,0.32,33.20,63.00,1005.62,270.00,10.00
8/27/2020,8,19,13.22,8.91,0.31,32.30,61.00,1005.62,300.00,8.00
8/28/2020,12,21,13.57,12.83,0.50,31.40,74.00,1005.62,120.00,9.00
8/29/2020,12,20,27.70,12.39,0.41,30.00,70.00,1005.62,170.00,11.00
8/30/2020,14,24,19.62,14.43,0.43,31.50,77.00,1005.62,230.00,9.00
8/31/2020,8,16,17.61,12.22,0.35,31.20,77.00,1005.62,0.00,5.00
9/1/2020,8,14,21.83,16.26,0.47,29.00,84.00,1006.53,300.00,8.00
9/2/2020,13,26,19.96,17.17,0.48,30.50,78.00,1006.53,300.00,6.00
9/3/2020,10,20,34.13,18.78,0.47,31.20,77.00,1006.53,60.00,7.00
9/4/2020,12,19,23.74,12.87,0.43,31.70,74.00,1006.53,210.00,7.00
9/5/2020,9,15,31.48,12.48,0.31,30.30,80.00,1006.53,150.00,8.00
9/6/2020,5,13,28.22,7.43,0.15,31.00,76.00,1006.53,200.00,11.00
9/7/2020,6,12,17.96,9.52,5.42,30.50,76.00,1006.53,230.00,11.00
9/8/2020,8,16,30.00,15.83,0.27,31.60,70.00,1006.53,200.00,9.00
9/9/2020,12,23,22.10,18.64,0.28,31.30,77.00,1006.53,240.00,9.00
9/10/2020,11,21,18.64,18.09,0.21,31.50,78.00,1006.53,310.00,8.00
9/11/2020,6,14,17.00,12.39,0.08,31.30,72.00,1006.53,240.00,8.00
9/12/2020,6,13,16.30,11.74,0.07,31.80,72.00,1006.53,230.00,7.00
9/13/2020,5,12,12.87,11.22,0.07,30.50,76.00,1006.53,230.00,9.00
9/14/2020,16,16,13.52,13.39,0.11,30.50,80.00,1006.53,250.00,7.00
9/15/2020,8,17,15.57,17.17,0.19,29.30,86.00,1006.53,120.00,9.00
9/16/2020,6,14,22.35,11.09,0.11,30.00,79.00,1006.53,210.00,8.00
9/17/2020,6,14,17.00,10.83,0.08,31.00,74.00,1006.53,230.00,8.00
9/18/2020,8,18,10.30,16.13,0.22,29.20,80.00,1006.53,350.00,8.00
9/19/2020,4,12,11.30,8.43,0.08,27.80,89.00,1006.53,250.00,10.00
9/20/2020,3,10,10.09,9.78,0.18,27.80,87.00,1006.53,240.00,9.00
9/21/2020,12,24,17.21,16.04,0.33,27.80,81.00,1006.53,140.00,7.00
9/22/2020,13,26,15.61,20.52,0.39,29.90,80.00,1006.53,320.00,6.00
9/23/2020,21,35,21.09,24.39,0.54,30.90,86.00,1006.53,230.00,10.00
9/24/2020,5,11,14.04,12.00,0.22,29.10,82.00,1006.53,240.00,8.00
9/25/2020,7,16,7.60,13.14,0.25,30.70,70.00,1006.53,290.00,8.00
9/26/2020,7,14,,9.74,0.24,31.60,68.00,1006.53,230.00,10.00
9/27/2020,7,14,,6.83,0.21,31.70,70.00,1006.53,230.00,11.00
9/28/2020,8,17,,13.57,0.39,28.40,87.00,1006.53,210.00,8.00
9/29/2020,5,11,,12.96,0.40,28.80,85.00,1006.53,250.00,8.00
9/30/2020,8,16,,13.87,0.42,29.90,78.00,1006.53,140.00,8.00
10/1/2020,6,13,,11.05,0.31,30.50,77.00,1007.09,230.00,8.00
10/2/2020,8,17,,14.04,0.43,30.10,86.00,1007.09,220.00,7.00
10/3/2020,10,17,,20.26,0.40,28.50,89.00,1007.09,140.00,8.00
10/4/2020,7,15,,14.79,0.24,29.20,86.00,1007.09,240.00,7.00
10/5/2020,11,19,,16.45,0.26,29.40,80.00,1007.09,340.00,8.00
10/6/2020,13,23,,21.91,0.34,27.00,83.00,1007.09,240.00,8.00
10/7/2020,13,23,,15.74,0.27,30.10,77.00,1007.09,240.00,9.00
10/8/2020,9,16,,15.00,0.29,28.40,92.00,1007.09,100.00,7.00
10/9/2020,9,15,,22.52,0.44,26.50,92.00,1007.09,100.00,5.00
10/10/2020,11,17,,18.96,0.36,26.10,92.00,1007.09,60.00,5.00
10/11/2020,12,20,,16.17,0.40,27.10,89.00,1007.09,120.00,5.00
10/12/2020,19,31,,15.26,0.41,28.80,82.00,1007.09,140.00,8.00
10/13/2020,13,20,,15.91,0.30,26.50,91.00,1007.09,140.00,8.00
10/14/2020,14,23,,19.65,0.37,28.80,83.00,1007.09,140.00,8.00
10/15/2020,9,17,,15.26,0.24,30.10,75.00,1007.09,120.00,7.00
10/16/2020,8,16,,19.39,0.36,28.10,86.00,1007.09,140.00,7.00
10/17/2020,6,12,,17.17,0.36,25.90,95.00,1007.09,30.00,7.00
10/18/2020,6,12,,19.52,0.44,24.10,93.00,1007.09,30.00,6.00
10/19/2020,12,22,,21.39,0.52,25.80,88.00,1007.09,50.00,5.00
10/20/2020,11,23,,20.13,0.44,26.80,86.00,1007.09,30.00,7.00
10/21/2020,11,22,,20.21,0.41,27.10,81.00,1007.09,40.00,4.00
10/22/2020,14,27,,21.70,0.41,29.10,74.00,1007.09,190.00,6.00
10/23/2020,21,32,,16.87,0.36,29.20,67.00,1007.09,160.00,8.00
10/24/2020,26,46,57.00,18.14,0.37,29.30,59.00,1007.09,180.00,7.00
10/25/2020,31,53,39.59,23.14,0.60,29.20,65.00,1007.09,140.00,5.00
10/26/2020,34,56,38.61,26.30,0.68,29.60,67.00,1007.09,30.00,4.00
10/27/2020,23,35,19.70,22.96,0.67,28.80,74.00,1007.09,40.00,5.00
10/28/2020,18,33,27.48,17.70,0.69,29.00,77.00,1007.09,70.00,4.00
10/29/2020,14,21,13.52,15.70,0.64,27.80,82.00,1007.09,340.00,7.00
10/30/2020,11,18,14.17,18.61,0.64,28.80,84.00,1007.09,240.00,5.00
10/31/2020,13,22,11.65,23.48,0.82,29.90,87.00,1007.09,220.00,6.00
11/1/2020,11,23,11.09,20.04,0.75,28.10,84.00,1010.64,210.00,6.00
11/2/2020,17,29,21.48,23.65,0.86,30.30,74.00,1010.64,210.00,5.00
11/3/2020,18,30,33.17,15.00,0.64,30.60,63.00,1010.64,40.00,8.00
11/4/2020,23,35,37.22,20.57,0.83,29.90,66.00,1010.64,60.00,4.00
11/5/2020,21,32,41.70,17.87,0.81,29.60,67.00,1010.64,220.00,5.00
11/6/2020,22,35,29.57,31.13,0.96,29.60,70.00,1010.64,30.00,5.00
11/7/2020,15,22,29.09,16.22,0.76,29.40,74.00,1010.64,40.00,6.00
11/8/2020,30,42,31.39,17.83,0.86,28.90,70.00,1010.64,40.00,5.00
11/9/2020,28,41,35.58,19.29,0.75,29.10,63.00,1010.64,40.00,6.00
11/10/2020,30,44,40.91,23.91,0.72,29.10,61.00,1010.64,60.00,8.00
11/11/2020,25,42,37.43,20.91,0.67,28.00,63.00,1010.64,30.00,8.00
11/12/2020,21,34,25.39,26.74,0.81,25.50,75.00,1010.64,60.00,5.00
11/13/2020,29,44,44.04,24.23,0.73,28.90,59.00,1010.64,60.00,4.00
11/14/2020,34,54,51.43,21.52,0.72,28.50,50.00,1010.64,210.00,4.00
11/15/2020,43,58,44.30,25.70,0.90,29.10,52.00,1010.64,30.00,4.00
11/16/2020,17,28,40.30,12.17,0.74,30.00,61.00,1010.64,200.00,6.00
11/17/2020,22,36,28.13,22.22,0.87,31.30,65.00,1010.64,170.00,5.00
11/18/2020,27,40,22.26,25.09,1.00,31.30,67.00,1010.64,150.00,5.00
11/19/2020,31,48,29.83,27.35,1.00,31.70,68.00,1010.64,120.00,4.00
11/20/2020,31,41,39.87,23.48,0.95,31.60,77.00,1010.64,210.00,5.00
11/21/2020,18,28,19.92,22.54,0.93,29.70,84.00,1010.64,0.00,4.00
11/22/2020,17,26,21.70,19.52,0.92,29.30,82.00,1010.64,120.00,8.00
11/23/2020,21,37,14.70,27.91,1.16,30.10,83.00,1010.64,340.00,13.00
11/24/2020,14,26,17.87,19.78,0.83,29.80,71.00,1010.64,200.00,6.00
11/25/2020,16,29,18.13,21.26,0.87,29.80,68.00,1010.64,310.00,5.00
11/26/2020,12,29,22.43,18.09,0.83,30.40,64.00,1010.64,260.00,4.00
11/27/2020,9,21,24.00,14.57,0.77,28.80,65.00,1010.64,120.00,8.00
11/28/2020,16,34,31.43,19.65,0.81,29.70,59.00,1010.64,120.00,8.00
11/29/2020,16,31,36.09,20.35,0.71,28.80,61.00,1010.64,160.00,6.00
11/30/2020,,24,38.35,15.04,0.55,29.10,58.00,1010.64,140.00,6.00
12/1/2020,12,27,32.78,20.65,0.62,29.30,62.00,1010.97,130.00,8.00
12/2/2020,13,25,32.70,17.96,0.62,28.50,63.00,1010.97,130.00,6.00
12/3/2020,15,25,39.57,13.61,0.55,29.00,65.00,1010.97,140.00,8.00
12/4/2020,18,31,0.50,0.50,0.50,27.60,60.00,1010.97,130.00,9.00
12/5/2020,20,33,38.04,17.13,0.52,26.00,56.00,1010.97,170.00,6.00
12/6/2020,21,40,27.48,28.00,0.59,26.70,59.00,1010.97,350.00,7.00
12/7/2020,28,47,29.17,30.26,0.52,27.40,60.00,1010.97,210.00,6.00
12/8/2020,25,41,33.17,27.00,0.49,28.60,60.00,1010.97,0.00,7.00
12/9/2020,27,43,34.48,25.35,0.48,27.50,61.00,1010.97,240.00,8.00
12/10/2020,39,61,33.91,34.86,0.55,27.20,61.00,1010.97,240.00,7.00
12/11/2020,50,66,49.39,19.48,0.25,28.00,56.00,1010.97,240.00,9.00
12/12/2020,46,59,37.57,26.30,0.35,28.70,61.00,1010.97,120.00,6.00
12/13/2020,44,63,23.26,40.35,0.66,27.80,68.00,1010.97,20.00,6.00
12/14/2020,48,66,31.13,35.61,0.71,29.20,82.00,1010.97,190.00,7.00
12/15/2020,55,69,17.54,37.25,0.76,29.90,72.00,1010.97,140.00,6.00
12/16/2020,35,54,14.43,32.39,0.54,29.90,73.00,1010.97,40.00,9.00
12/17/2020,20,35,23.70,26.04,0.41,29.50,68.00,1010.97,40.00,6.00
12/18/2020,23,41,30.00,25.09,0.40,29.10,64.00,1010.97,120.00,6.00
12/19/2020,17,34,21.30,21.30,0.28,28.50,61.00,1010.97,110.00,5.00
12/20/2020,18,35,40.17,15.61,0.23,26.40,59.00,1010.97,310.00,9.00
12/21/2020,19,36,36.48,19.74,0.15,24.30,61.00,1010.97,240.00,8.00
12/22/2020,31,50,32.83,23.52,0.20,23.80,57.00,1010.97,240.00,7.00
12/23/2020,37,57,35.13,21.00,0.28,24.50,52.00,1010.97,60.00,6.00
12/24/2020,41,57,34.48,24.78,0.34,28.30,61.00,1010.97,40.00,7.00
12/25/2020,36,50,17.39,30.61,0.47,28.40,65.00,1010.97,210.00,7.00
12/26/2020,29,44,26.26,27.35,0.53,29.30,69.00,1010.97,160.00,5.00
12/27/2020,28,40,29.09,23.83,0.42,30.50,67.00,1010.97,240.00,6.00
12/28/2020,18,31,28.26,22.87,0.35,30.20,74.00,1010.97,210.00,5.00
12/29/2020,25,39,36.65,27.22,0.48,30.80,70.00,1010.97,250.00,5.00
12/30/2020,25,41,24.35,20.52,0.36,30.50,62.00,1010.97,190.00,7.00
12/31/2020,17,31,44.43,8.39,0.35,26.40,56.00,1010.97,50.00,9.00
1/1/2021,20,34,48.52,11.87,0.35,24.50,57.00,1011.41,30.00,9.00
1/2/2021,23,38,43.87,15.96,0.25,24.30,56.00,1011.41,260.00,8.00
1/3/2021,38,52,41.26,21.00,0.37,25.10,56.00,1011.41,240.00,8.00
1/4/2021,36,48,30.35,23.87,0.36,26.90,59.00,1011.41,200.00,7.00
1/5/2021,28,50,24.91,34.26,0.54,27.70,60.00,1011.41,240.00,7.00
1/6/2021,32,46,33.87,24.00,0.45,29.80,58.00,1011.41,170.00,8.00
1/7/2021,25,38,40.13,18.30,0.36,29.80,58.00,1011.41,130.00,7.00
1/8/2021,21,35,34.23,12.32,0.31,29.00,60.00,1011.41,30.00,10.00
1/9/2021,18,29,43.61,11.43,0.45,26.40,60.00,1011.41,40.00,8.00
1/10/2021,25,38,47.48,14.17,0.43,26.40,56.00,1011.41,30.00,6.00
1/11/2021,28,42,38.39,17.30,0.39,26.10,54.00,1011.41,30.00,8.00
1/12/2021,26,43,37.83,14.75,0.19,22.70,54.00,1011.41,30.00,5.00
1/13/2021,47,72,42.70,25.09,0.45,22.80,50.00,1011.41,40.00,7.00
1/14/2021,69,90,48.35,34.43,0.71,24.00,58.00,1011.41,240.00,8.00
1/15/2021,74,93,52.35,37.65,0.89,25.60,63.00,1011.41,180.00,7.00
1/16/2021,57,72,67.30,20.26,0.71,27.00,67.00,1011.41,210.00,6.00
1/17/2021,38,54,45.87,13.13,0.55,28.40,66.00,1011.41,120.00,9.00
1/18/2021,27,45,50.35,14.96,0.45,25.50,54.00,1011.41,40.00,9.00
1/19/2021,44,64,54.70,23.43,0.67,24.50,56.00,1011.41,120.00,9.00
1/20/2021,59,80,51.22,34.00,0.84,26.00,56.00,1011.41,120.00,8.00
1/21/2021,62,83,38.04,45.25,0.98,26.80,59.00,1011.41,240.00,7.00
1/22/2021,79,101,45.87,51.87,1.23,26.50,60.00,1011.41,120.00,6.00
1/23/2021,60,78,59.90,33.14,0.63,28.30,64.00,1011.41,240.00,8.00
1/24/2021,27,35,33.18,14.82,0.17,28.30,69.00,1011.41,240.00,9.00
1/25/2021,22,33,37.96,15.09,0.36,30.00,71.00,1011.41,120.00,4.00
1/26/2021,24,39,34.87,19.43,0.46,29.70,75.00,1011.41,120.00,8.00
1/27/2021,30,43,43.23,15.86,0.26,30.20,73.00,1011.41,240.00,8.00
1/28/2021,29,45,43.78,18.48,0.19,30.40,73.00,1011.41,130.00,5.00
1/29/2021,35,55,39.35,16.83,0.17,29.10,63.00,1011.41,120.00,9.00
1/30/2021,40,54,44.30,18.17,0.26,29.30,47.00,1011.41,90.00,9.00
1/31/2021,41,58,52.22,17.43,0.28,28.80,54.00,1011.41,40.00,8.00
2/1/2021,58,79,43.26,36.70,0.58,30.10,54.00,1010.51,110.00,8.00
2/2/2021,53,73,42.35,36.78,0.58,30.20,60.00,1010.51,70.00,4.00
2/3/2021,47,67,44.00,25.78,0.42,30.50,56.00,1010.51,120.00,8.00
2/4/2021,45,62,35.26,25.96,0.38,29.40,64.00,1010.51,30.00,8.00
2/5/2021,49,67,27.96,38.43,0.44,29.20,54.00,1010.51,240.00,8.00
2/6/2021,42,60,35.70,29.83,0.33,28.80,55.00,1010.51,140.00,8.00
2/7/2021,52,72,53.13,25.17,0.50,29.60,63.00,1010.51,240.00,6.00
2/8/2021,27,43,40.09,9.43,0.17,30.30,75.00,1010.51,210.00,6.00
2/9/2021,32,51,25.96,21.09,0.43,28.40,83.00,1010.51,280.00,9.00
2/10/2021,26,43,32.45,23.82,0.33,28.10,73.00,1010.51,170.00,8.00
2/11/2021,23,38,41.96,23.70,0.15,28.90,60.00,1010.51,240.00,8.00
2/12/2021,27,45,50.61,24.74,0.18,26.80,61.00,1010.51,240.00,7.00
2/13/2021,31,47,58.39,16.13,0.20,29.00,73.00,1010.51,240.00,8.00
2/14/2021,23,35,48.78,11.83,0.16,28.80,72.00,1010.51,120.00,7.00
2/15/2021,22,34,46.58,10.25,0.12,28.30,74.00,1010.51,210.00,10.00
2/16/2021,22,36,42.96,10.57,0.19,29.70,72.00,1010.51,250.00,7.00
2/17/2021,27,44,39.17,15.30,0.34,30.60,74.00,1010.51,250.00,6.00
2/18/2021,40,59,43.83,13.52,0.29,29.00,69.00,1010.51,120.00,8.00
2/19/2021,34,50,44.26,14.04,0.27,27.80,55.00,1010.51,210.00,8.00
2/20/2021,34,51,45.70,18.87,0.32,27.80,57.00,1010.51,280.00,7.00
2/21/2021,50,68,62.57,20.91,0.40,28.80,57.00,1010.51,130.00,5.00
2/22/2021,42,59,61.78,10.48,0.36,29.30,70.00,1010.51,210.00,7.00
2/23/2021,34,52,53.74,10.48,0.30,29.90,72.00,1010.51,210.00,6.00
2/24/2021,35,51,47.65,10.22,0.32,29.80,71.00,1010.51,210.00,8.00
2/25/2021,38,56,53.71,14.83,0.39,31.30,61.00,1010.51,240.00,8.00
2/26/2021,45,58,67.91,12.43,0.36,30.80,63.00,1010.51,180.00,7.00
2/27/2021,44,56,55.96,11.65,0.26,29.70,66.00,1010.51,250.00,8.00
2/28/2021,38,52,34.30,6.91,0.25,,74.00,1010.51,,
3/1/2021,23,36,26.74,10.43,0.25,29.90,71.00,1009.21,240.00,8.00
3/2/2021,13,23,22.57,8.61,0.20,30.40,75.00,1009.21,270.00,6.00
3/3/2021,10,23,16.96,8.43,0.17,30.60,79.00,1009.21,210.00,8.00
3/4/2021,16,30,26.91,10.43,0.24,30.80,76.00,1009.21,260.00,7.00
3/5/2021,15,28,32.22,7.61,0.19,31.10,75.00,1009.21,240.00,7.00
3/6/2021,16,31,33.70,8.91,0.20,31.10,75.00,1009.21,240.00,8.00
3/7/2021,16,28,34.13,7.78,0.21,30.40,73.00,1009.21,240.00,7.00
3/8/2021,21,35,39.70,11.00,0.27,30.80,75.00,1009.21,260.00,8.00
3/9/2021,19,35,30.70,15.09,0.38,30.10,77.00,1009.21,240.00,8.00
3/10/2021,25,40,31.22,19.22,0.47,30.10,75.00,1009.21,17.00,9.00
3/11/2021,29,43,35.26,21.13,0.58,30.40,72.00,1009.21,210.00,6.00
3/12/2021,25,40,41.63,13.29,0.43,31.30,72.00,1009.21,260.00,7.00
3/13/2021,26,39,37.65,10.57,0.41,31.40,76.00,1009.21,28.00,6.00
3/14/2021,22,38,35.78,8.35,0.39,30.80,75.00,1009.21,160.00,8.00
3/15/2021,20,33,32.74,8.96,0.37,30.50,76.00,1009.21,120.00,8.00
3/16/2021,23,42,33.68,9.82,0.31,30.70,76.00,1009.21,260.00,9.00
3/17/2021,28,44,36.43,10.00,0.28,30.90,77.00,1009.21,270.00,7.00
3/18/2021,33,52,44.35,11.52,0.34,31.30,74.00,1009.21,210.00,8.00
3/19/2021,29,46,42.52,8.83,0.32,31.70,74.00,1009.21,260.00,7.00
3/20/2021,28,46,39.91,8.17,0.27,30.80,74.00,1009.21,240.00,8.00
3/21/2021,21,34,34.00,7.30,0.24,30.80,73.00,1009.21,120.00,8.00
3/22/2021,41,61,24.70,19.61,0.53,29.60,79.00,1009.21,240.00,9.00
3/23/2021,35,50,42.74,21.22,0.66,30.80,67.00,1009.21,240.00,8.00
3/24/2021,43,59,63.83,22.17,0.68,32.10,61.00,1009.21,230.00,6.00
3/25/2021,33,47,60.52,14.78,0.66,31.60,69.00,1009.21,290.00,8.00
3/26/2021,17,29,39.71,7.48,0.31,32.00,75.00,1009.21,250.00,8.00
3/27/2021,12,25,25.17,6.83,0.20,31.30,75.00,1009.21,250.00,8.00
3/28/2021,15,29,29.39,6.17,0.20,30.80,76.00,1009.21,210.00,8.00
3/29/2021,14,26,30.22,7.30,0.25,31.50,75.00,1009.21,120.00,10.00
3/30/2021,17,34,32.00,8.74,0.29,32.60,74.00,1009.21,270.00,8.00
3/31/2021,23,39,37.95,9.23,0.29,,72.00,1009.21,,
4/1/2021,18,32,28.35,8.87,0.13,32.30,72.00,1008.48,270.00,7.00
4/2/2021,7,18,19.17,7.04,0.04,32.90,72.00,1008.48,220.00,9.00
4/3/2021,11,24,30.65,8.48,0.08,31.80,72.00,1008.48,250.00,9.00
4/4/2021,11,24,19.55,11.64,0.33,30.30,79.00,1008.48,140.00,9.00
4/5/2021,24,38,13.00,24.00,0.53,28.90,84.00,1008.48,140.00,8.00
4/6/2021,20,34,18.54,23.54,0.59,29.00,85.00,1008.48,240.00,9.00
4/7/2021,22,38,27.00,23.73,0.46,29.80,80.00,1008.48,120.00,8.00
4/8/2021,22,34,42.39,15.52,0.32,30.20,74.00,1008.48,240.00,6.00
4/9/2021,16,29,32.43,18.30,0.33,31.70,72.00,1008.48,280.00,6.00
4/10/2021,25,41,31.17,22.52,0.48,31.30,74.00,1008.48,240.00,9.00
4/11/2021,22,34,35.00,17.70,0.47,30.80,78.00,1008.48,240.00,9.00
4/12/2021,21,36,26.96,19.00,0.53,29.60,85.00,1008.48,27.00,8.00
4/13/2021,17,30,27.61,8.17,0.27,31.40,75.00,1008.48,280.00,7.00
4/14/2021,12,24,31.17,4.91,0.23,31.70,73.00,1008.48,130.00,8.00
4/15/2021,18,33,40.83,8.57,0.28,31.70,70.00,1008.48,210.00,9.00
4/16/2021,14,25,30.43,8.26,0.30,31.40,74.00,1008.48,240.00,8.00
4/17/2021,12,27,37.43,9.91,0.26,31.70,68.00,1008.48,120.00,8.00
4/18/2021,12,25,31.35,12.57,0.31,31.40,75.00,1008.48,260.00,8.00
4/19/2021,7,18,25.43,10.35,0.21,30.20,76.00,1008.48,210.00,9.00
4/20/2021,9,22,29.26,13.70,0.30,31.30,77.00,1008.48,120.00,8.00
4/21/2021,11,23,26.74,15.04,0.35,31.60,75.00,1008.48,260.00,10.00
4/22/2021,18,32,31.65,12.17,0.45,32.40,74.00,1008.48,210.00,9.00
4/23/2021,19,31,31.74,8.96,0.32,33.00,69.00,1008.48,260.00,8.00
4/24/2021,18,32,34.17,9.13,0.30,32.00,75.00,1008.48,240.00,8.00
4/25/2021,20,33,33.09,7.30,0.30,31.60,74.00,1008.48,240.00,8.00
4/26/2021,18,34,26.43,17.48,0.42,30.60,76.00,1008.48,120.00,8.00
4/27/2021,13,24,22.35,17.39,0.46,29.80,87.00,1008.48,160.00,9.00
4/28/2021,19,33,30.83,20.61,0.49,30.20,80.00,1008.48,200.00,6.00
4/29/2021,11,21,23.52,13.83,0.20,29.90,82.00,1008.48,340.00,7.00
4/30/2021,12,23,27.43,14.39,0.08,29.30,82.00,1008.48,140.00,6.00
5/1/2021,12,26,29.43,11.52,0.09,29.10,84.00,1006.90,250.00,5.00
5/2/2021,22,32,37.57,12.65,0.14,31.10,77.00,1006.90,240.00,8.00
5/3/2021,17,33,28.96,22.09,0.25,30.20,78.00,1006.90,240.00,9.00
5/4/2021,22,34,45.48,12.57,0.14,31.50,73.00,1006.90,120.00,8.00
5/5/2021,23,36,50.70,14.57,0.15,32.00,72.00,1006.90,20.00,8.00
5/6/2021,16,27,36.57,13.83,0.13,29.70,83.00,1006.90,120.00,8.00
5/7/2021,12,24,40.26,10.52,0.06,29.10,78.00,1006.90,220.00,11.00
5/8/2021,18,30,42.70,13.22,0.13,31.20,75.00,1006.90,200.00,7.00
5/9/2021,14,26,39.91,12.96,0.14,30.80,73.00,1006.90,240.00,8.00
5/10/2021,16,29,35.65,7.74,0.08,31.50,72.00,1006.90,250.00,9.00
5/11/2021,13,26,31.04,8.61,0.06,31.60,70.00,1006.90,240.00,9.00
5/12/2021,10,22,30.57,6.78,0.05,32.00,73.00,1006.90,250.00,9.00
5/13/2021,7,19,25.04,7.96,0.03,33.50,66.00,1006.90,260.00,8.00
5/14/2021,9,20,25.22,6.83,0.02,33.50,67.00,1006.90,270.00,7.00
5/15/2021,10,23,26.59,7.86,0.12,33.40,72.00,1006.90,280.00,7.00
5/16/2021,8,18,26.87,5.96,0.19,33.20,72.00,1006.90,260.00,6.00
5/17/2021,10,20,27.87,9.00,0.21,32.60,67.00,1006.90,280.00,9.00
5/18/2021,8,18,25.87,7.52,0.19,32.90,68.00,1006.90,120.00,9.00
5/19/2021,10,22,30.96,10.04,0.25,32.20,78.00,1006.90,320.00,10.00
5/20/2021,10,20,26.57,14.22,0.29,31.00,80.00,1006.90,270.00,10.00
5/21/2021,7,21,33.00,8.48,0.20,32.90,69.00,1006.90,210.00,6.00
5/22/2021,8,21,29.04,8.04,0.18,32.30,70.00,1006.90,210.00,8.00
5/23/2021,7,20,29.39,6.39,0.15,32.40,64.00,1006.90,340.00,8.00
5/24/2021,8,21,26.79,7.54,0.17,32.50,68.00,1006.90,10.00,7.00
5/25/2021,8,20,24.87,10.48,0.21,32.20,70.00,1006.90,240.00,9.00
5/26/2021,11,21,36.26,8.91,0.25,32.10,68.00,1006.90,240.00,8.00
5/27/2021,14,26,31.18,9.73,0.25,32.00,70.00,1006.90,240.00,9.00
5/28/2021,8,18,18.61,11.70,0.28,30.00,82.00,1006.90,270.00,8.00
5/29/2021,6,18,18.96,8.17,0.23,31.10,82.00,1006.90,210.00,11.00
5/30/2021,4,16,23.52,4.57,0.20,30.50,76.00,1006.90,260.00,8.00
5/31/2021,8,22,23.48,6.78,0.23,,69.00,1006.90,,
6/1/2021,10,20,36.55,6.74,0.30,31.80,67.00,1006.74,190.00,9.00
6/2/2021,11,23,40.38,6.48,0.37,32.70,65.00,1006.74,270.00,9.00
6/3/2021,9,17,26.18,5.26,,33.80,67.00,1006.74,260.00,7.00
6/4/2021,10,22,23.65,6.22,,33.60,68.00,1006.74,210.00,8.00
6/5/2021,9,20,18.09,6.48,,33.50,74.00,1006.74,350.00,9.00
6/6/2021,8,19,19.30,5.57,,33.00,66.00,1006.74,220.00,10.00
6/7/2021,6,16,22.39,7.74,,31.80,62.00,1006.74,290.00,10.00
6/8/2021,7,21,24.00,10.70,,31.60,68.00,1006.74,240.00,8.00
6/9/2021,6,17,20.43,8.26,,30.60,76.00,1006.74,260.00,7.00
6/10/2021,8,21,19.43,9.39,,30.30,74.00,1006.74,260.00,8.00
6/11/2021,10,22,18.71,9.92,,29.90,74.00,1006.74,350.00,10.00
6/12/2021,13,26,19.05,10.57,,31.50,71.00,1006.74,290.00,9.00
6/13/2021,12,25,17.39,9.17,,30.20,81.00,1006.74,210.00,9.00
6/14/2021,8,19,16.26,7.57,,29.80,77.00,1006.74,240.00,8.00
6/15/2021,7,17,17.09,8.13,,29.60,74.00,1006.74,280.00,8.00
6/16/2021,5,17,18.22,6.57,,29.90,77.00,1006.74,260.00,8.00
6/17/2021,9,21,22.22,8.78,,30.60,70.00,1006.74,270.00,7.00
6/18/2021,8,19,23.92,8.21,,30.90,70.00,1006.74,270.00,8.00
6/19/2021,8,21,24.35,4.43,,32.90,69.00,1006.74,350.00,10.00
6/20/2021,10,23,21.74,5.13,,32.20,70.00,1006.74,240.00,11.00
6/21/2021,17,39,24.87,6.48,,31.20,71.00,1006.74,350.00,8.00
6/22/2021,20,45,27.17,5.48,,32.00,68.00,1006.74,350.00,7.00
6/23/2021,15,31,25.00,6.35,,31.10,70.00,1006.74,210.00,9.00
6/24/2021,8,23,25.35,5.65,,31.30,69.00,1006.74,340.00,8.00
6/25/2021,14,28,27.87,6.09,,31.40,68.00,1006.74,120.00,7.00
6/26/2021,10,22,18.96,5.70,,31.60,74.00,1006.74,210.00,7.00
6/27/2021,8,20,21.52,2.96,,32.10,69.00,1006.74,320.00,15.00
6/28/2021,8,21,20.87,10.61,,29.70,79.00,1006.74,210.00,16.00
6/29/2021,12,26,19.13,12.57,,31.00,78.00,1006.74,210.00,10.00
6/30/2021,9,21,23.26,7.91,,,70.00,1006.74,,
7/1/2021,8,22,20.52,6.61,,31.80,67.00,1006.06,210.00,8.00
7/2/2021,9,22,23.57,11.26,,31.00,77.00,1006.06,240.00,7.00
7/3/2021,7,21,23.83,5.91,,32.50,68.00,1006.06,240.00,6.00
7/4/2021,6,18,27.13,3.43,,33.50,62.00,1006.06,210.00,7.00
7/5/2021,7,20,22.18,5.95,,33.10,62.00,1006.06,210.00,8.00
7/6/2021,7,20,16.39,6.74,,31.90,69.00,1006.06,260.00,8.00
